timestamp,open,high,low,close,volume
2020-01-02,59.6875,59.977500915527344,59.18000030517578,59.977500915527344,23753600.0
2020-01-03,58.775001525878906,59.45750045776367,58.525001525878906,59.01750183105469,20538400.0
2020-01-06,58.08000183105469,59.317501068115234,57.817501068115234,59.26499938964844,26263600.0
2020-01-07,59.54999923706055,60.442501068115234,59.09749984741211,59.98249816894531,31485600.0
2020-01-08,59.939998626708984,60.5099983215332,59.537498474121094,60.095001220703125,27710800.0
2020-01-09,60.962501525878906,61.48249816894531,60.21500015258789,60.755001068115234,25511200.0
2020-01-10,61.83250045776367,62.13750076293945,60.9375,61.08000183105469,31629600.0
2020-01-13,61.915000915527344,63.247501373291016,61.6875,62.994998931884766,31984000.0
2020-01-14,62.564998626708984,62.81999969482422,61.6875,61.81999969482422,35908800.0
2020-01-15,61.9474983215332,62.17250061035156,61.13249969482422,61.39250183105469,26310400.0
2020-01-16,61.93000030517578,62.29249954223633,61.69499969482422,62.23249816894531,28419200.0
2020-01-17,62.42499923706055,62.5,61.842498779296875,62.31999969482422,25379200.0
2020-01-21,61.95249938964844,62.3224983215332,61.64250183105469,61.98500061035156,21791600.0
2020-01-22,62.439998626708984,63.397499084472656,62.25,62.52750015258789,23924000.0
2020-01-23,62.93000030517578,63.29999923706055,62.037498474121094,63.21500015258789,24451600.0
2020-01-24,64.375,64.875,62.07500076293945,62.619998931884766,37351200.0
2020-01-27,59.560001373291016,60.5625,58.057498931884766,60.04999923706055,47053600.0
2020-01-28,60.712501525878906,62.317501068115234,60.1775016784668,61.99250030517578,31097600.0
2020-01-29,61.84749984741211,62.209999084472656,60.98500061035156,61.3849983215332,25884800.0
2020-01-30,60.40250015258789,61.587501525878906,59.849998474121094,61.45249938964844,29050400.0
2020-01-31,60.99250030517578,61.11249923706055,58.6875,59.10749816894531,37042000.0
2020-02-03,58.92499923706055,60.27750015258789,58.86249923706055,60.08250045776367,25556400.0
2020-02-04,61.50749969482422,61.974998474121094,61.005001068115234,61.782501220703125,27154400.0
2020-02-05,62.997501373291016,63.099998474121094,61.852500915527344,62.689998626708984,20822000.0
2020-02-06,63.03499984741211,63.5625,62.220001220703125,63.5625,21828400.0
2020-02-07,63.15999984741211,63.38249969482422,62.64250183105469,62.897499084472656,18975200.0
2020-02-10,63.125,65.75,63.07500076293945,65.74250030517578,52960800.0
2020-02-11,66.83000183105469,68.125,66.2074966430664,66.97250366210938,63855600.0
2020-02-12,67.50250244140625,68.19999694824219,67.11250305175781,68.13500213623047,37464400.0
2020-02-13,67.55249786376953,68.37000274658203,67.27749633789062,67.69499969482422,52801600.0
2020-02-14,71.81500244140625,73.74250030517578,71.5,72.44750213623047,104192400.0
2020-02-18,71.41000366210938,74.32749938964844,71.21499633789062,74.14250183105469,62016400.0
2020-02-19,75.37249755859375,78.85250091552734,75.37249755859375,78.67500305175781,69433200.0
2020-02-20,78.19249725341797,79.08000183105469,74.0875015258789,77.17500305175781,81005200.0
2020-02-21,76.04750061035156,76.30000305175781,72.66500091552734,73.51750183105469,76818000.0
2020-02-24,67.54750061035156,70.46749877929688,67.0,68.31999969482422,85691600.0
2020-02-25,69.07499694824219,69.69750213623047,64.48999786376953,65.51249694824219,105549600.0
2020-02-26,65.51499938964844,68.86250305175781,65.5,66.9124984741211,74773200.0
2020-02-27,63.724998474121094,66.75,62.22249984741211,63.150001525878906,90641600.0
2020-02-28,60.6150016784668,68.11499786376953,60.4474983215332,67.51750183105469,113325200.0
2020-03-02,69.2249984741211,69.39749908447266,65.25,69.10749816894531,89074400.0
2020-03-03,69.6675033569336,70.26750183105469,65.61499786376953,66.47250366210938,65279200.0
